n_index	h_index	text	time	u_index
159	8735	안녕하세요	2019-07-15 17:35	20
160	555	안녕하세요	2019-07-15 17:35	4
161	5422	안녕하세요	2019-07-15 17:35	7
162	9431	안녕하세요	2019-07-15 17:35	47
163	14092	안녕하세요	2019-07-15 17:35	29
164	993	안녕하세요	2019-07-15 17:35	8
165	16584	안녕하세요	2019-07-15 17:35	31
166	14695	안녕하세요	2019-07-15 17:35	17
167	6400	안녕하세요	2019-07-15 17:35	34
168	13255	안녕하세요	2019-07-15 17:35	45
169	12848	안녕하세요	2019-07-15 17:35	6
170	3077	안녕하세요	2019-07-15 17:35	21
171	15429	안녕하세요	2019-07-15 17:35	32
172	10704	안녕하세요	2019-07-15 17:35	11
173	8946	안녕하세요	2019-07-15 17:35	31
174	4697	안녕하세요	2019-07-15 17:35	44
175	1175	안녕하세요	2019-07-15 17:35	39
176	13338	안녕하세요	2019-07-15 17:35	34
177	4854	안녕하세요	2019-07-15 17:35	23
178	14446	안녕하세요	2019-07-15 17:35	5
179	15431	안녕하세요	2019-07-15 17:35	28
180	4795	안녕하세요	2019-07-15 17:35	48
181	6005	안녕하세요	2019-07-15 17:35	22
182	11660	안녕하세요	2019-07-15 17:35	12
183	1502	안녕하세요	2019-07-15 17:35	46
184	12561	안녕하세요	2019-07-15 17:35	32
185	7035	안녕하세요	2019-07-15 17:35	34
186	12630	안녕하세요	2019-07-15 17:35	2
187	14721	안녕하세요	2019-07-15 17:35	12
188	8139	안녕하세요	2019-07-15 17:35	20
189	2203	안녕하세요	2019-07-15 17:35	48
190	7566	안녕하세요	2019-07-15 17:35	13
191	15759	안녕하세요	2019-07-15 17:35	1
192	10179	안녕하세요	2019-07-15 17:35	13
193	2862	안녕하세요	2019-07-15 17:35	31
194	9540	안녕하세요	2019-07-15 17:35	39
195	2170	안녕하세요	2019-07-15 17:35	9
196	15570	안녕하세요	2019-07-15 17:35	3
197	3267	안녕하세요	2019-07-15 17:35	7
198	2383	안녕하세요	2019-07-15 17:35	14
199	5375	안녕하세요	2019-07-15 17:35	22
200	12982	안녕하세요	2019-07-15 17:35	35
201	9021	안녕하세요	2019-07-15 17:35	20
202	11358	안녕하세요	2019-07-15 17:35	30
203	713	안녕하세요	2019-07-15 17:35	3
204	14499	안녕하세요	2019-07-15 17:35	19
205	1894	안녕하세요	2019-07-15 17:35	29
206	16462	안녕하세요	2019-07-15 17:35	43
207	16127	안녕하세요	2019-07-15 17:35	13
208	8494	안녕하세요	2019-07-15 17:35	43
209	1749	안녕하세요	2019-07-15 17:35	25
210	827	안녕하세요	2019-07-15 17:35	19
211	112	안녕하세요	2019-07-15 17:35	48
212	8314	안녕하세요	2019-07-15 17:35	40
213	4432	안녕하세요	2019-07-15 17:35	16
214	9667	안녕하세요	2019-07-15 17:35	49
215	4963	안녕하세요	2019-07-15 17:35	16
216	1186	안녕하세요	2019-07-15 17:35	46
217	4518	안녕하세요	2019-07-15 17:35	8
218	1488	안녕하세요	2019-07-15 17:35	18
219	15602	안녕하세요	2019-07-15 17:35	25
220	12407	안녕하세요	2019-07-15 17:35	19
221	8126	안녕하세요	2019-07-15 17:35	10
222	15225	안녕하세요	2019-07-15 17:35	44
223	4974	안녕하세요	2019-07-15 17:35	37
224	58	안녕하세요	2019-07-15 17:35	9
225	6185	안녕하세요	2019-07-15 17:35	7
226	5818	안녕하세요	2019-07-15 17:35	1
227	29	안녕하세요	2019-07-15 17:35	35
228	9461	안녕하세요	2019-07-15 17:35	43
229	12654	안녕하세요	2019-07-15 17:35	15
230	6069	안녕하세요	2019-07-15 17:35	9
231	8524	안녕하세요	2019-07-15 17:35	22
232	10286	안녕하세요	2019-07-15 17:35	13
233	3451	안녕하세요	2019-07-15 17:35	39
234	6107	안녕하세요	2019-07-15 17:35	49
235	9959	안녕하세요	2019-07-15 17:35	35
236	12441	안녕하세요	2019-07-15 17:35	29
237	6646	안녕하세요	2019-07-15 17:35	29
238	15881	안녕하세요	2019-07-15 17:35	14
239	3810	안녕하세요	2019-07-15 17:35	42
240	13872	안녕하세요	2019-07-15 17:35	31
241	6291	안녕하세요	2019-07-15 17:35	6
242	14405	안녕하세요	2019-07-15 17:35	23
243	10308	안녕하세요	2019-07-15 17:35	33
244	11225	안녕하세요	2019-07-15 17:35	28
245	10548	안녕하세요	2019-07-15 17:35	46
246	14053	안녕하세요	2019-07-15 17:35	28
247	11874	안녕하세요	2019-07-15 17:35	11
248	14288	안녕하세요	2019-07-15 17:35	7
249	14656	안녕하세요	2019-07-15 17:35	1
250	10229	안녕하세요	2019-07-15 17:35	27
251	10856	안녕하세요	2019-07-15 17:35	6
252	15815	안녕하세요	2019-07-15 17:35	36
253	13429	안녕하세요	2019-07-15 17:35	35
254	5014	안녕하세요	2019-07-15 17:35	35
255	7254	안녕하세요	2019-07-15 17:35	28
256	7104	안녕하세요	2019-07-15 17:35	6
257	12108	안녕하세요	2019-07-15 17:35	43
258	7117	안녕하세요	2019-07-15 17:35	12
259	7052	안녕하세요	2019-07-15 17:35	24
260	611	안녕하세요	2019-07-15 17:35	12
261	14711	안녕하세요	2019-07-15 17:35	41
262	4414	안녕하세요	2019-07-15 17:35	26
263	11537	안녕하세요	2019-07-15 17:35	5
264	4472	안녕하세요	2019-07-15 17:35	41
265	14593	안녕하세요	2019-07-15 17:35	36
266	11638	안녕하세요	2019-07-15 17:35	27
267	7943	안녕하세요	2019-07-15 17:35	4
268	13434	안녕하세요	2019-07-15 17:35	22
269	1167	안녕하세요	2019-07-15 17:35	7
270	2610	안녕하세요	2019-07-15 17:35	40
271	9334	안녕하세요	2019-07-15 17:35	44
272	13933	안녕하세요	2019-07-15 17:35	2
273	16045	안녕하세요	2019-07-15 17:35	1
274	13766	안녕하세요	2019-07-15 17:35	26
275	9720	안녕하세요	2019-07-15 17:35	18
276	13704	안녕하세요	2019-07-15 17:35	25
277	946	안녕하세요	2019-07-15 17:35	5
278	15826	안녕하세요	2019-07-15 17:35	34
279	8324	안녕하세요	2019-07-15 17:35	15
280	13624	안녕하세요	2019-07-15 17:35	10
281	1876	안녕하세요	2019-07-15 17:35	49
282	2126	안녕하세요	2019-07-15 17:35	39
283	10447	안녕하세요	2019-07-15 17:35	33
284	643	안녕하세요	2019-07-15 17:35	31
285	7742	안녕하세요	2019-07-15 17:35	39
286	8658	안녕하세요	2019-07-15 17:35	19
287	14784	안녕하세요	2019-07-15 17:35	2
288	6513	안녕하세요	2019-07-15 17:35	46
289	6675	안녕하세요	2019-07-15 17:35	4
290	3147	안녕하세요	2019-07-15 17:35	17
291	13460	안녕하세요	2019-07-15 17:35	39
292	11496	안녕하세요	2019-07-15 17:35	22
293	12442	안녕하세요	2019-07-15 17:35	29
294	4794	안녕하세요	2019-07-15 17:35	29
295	6003	안녕하세요	2019-07-15 17:35	38
296	15332	안녕하세요	2019-07-15 17:35	33
297	8016	안녕하세요	2019-07-15 17:35	33
298	13615	안녕하세요	2019-07-15 17:35	20
299	1149	안녕하세요	2019-07-15 17:35	45
300	2878	안녕하세요	2019-07-15 17:35	22
301	5698	안녕하세요	2019-07-15 17:35	21
302	7172	안녕하세요	2019-07-15 17:35	47
303	3209	안녕하세요	2019-07-15 17:35	21
304	15797	안녕하세요	2019-07-15 17:35	42
305	4637	안녕하세요	2019-07-15 17:35	5
306	14618	안녕하세요	2019-07-15 17:35	4
307	3939	안녕하세요	2019-07-15 17:35	50
308	12865	안녕하세요	2019-07-15 17:35	38
309	412	안녕하세요	2019-07-15 17:35	8
310	11981	안녕하세요	2019-07-15 17:35	34
311	15133	안녕하세요	2019-07-15 17:35	9
312	102	안녕하세요	2019-07-15 17:35	9
313	6908	안녕하세요	2019-07-15 17:35	37
314	1095	안녕하세요	2019-07-15 17:35	41
315	14984	안녕하세요	2019-07-15 17:35	40
316	12090	안녕하세요	2019-07-15 17:35	15
317	664	안녕하세요	2019-07-15 17:35	38
318	2048	안녕하세요	2019-07-15 17:35	49
319	11783	안녕하세요	2019-07-15 17:35	17
320	576	안녕하세요	2019-07-15 17:35	19
321	15216	안녕하세요	2019-07-15 17:35	22
322	3467	안녕하세요	2019-07-15 17:35	10
323	4754	안녕하세요	2019-07-15 17:35	33
324	1040	안녕하세요	2019-07-15 17:35	8
325	16010	안녕하세요	2019-07-15 17:35	42
326	2343	안녕하세요	2019-07-15 17:35	40
327	14983	안녕하세요	2019-07-15 17:35	37
328	10596	안녕하세요	2019-07-15 17:35	6
329	14164	안녕하세요	2019-07-15 17:35	37
330	14133	안녕하세요	2019-07-15 17:35	50
331	3008	안녕하세요	2019-07-15 17:35	5
332	1853	안녕하세요	2019-07-15 17:35	8
333	13171	안녕하세요	2019-07-15 17:35	13
334	11921	안녕하세요	2019-07-15 17:35	50
335	10688	안녕하세요	2019-07-15 17:35	46
336	7474	안녕하세요	2019-07-15 17:35	18
337	4990	안녕하세요	2019-07-15 17:35	48
338	3210	안녕하세요	2019-07-15 17:35	16
339	1023	안녕하세요	2019-07-15 17:35	45
340	12672	안녕하세요	2019-07-15 17:35	42
341	14139	안녕하세요	2019-07-15 17:35	10
342	12339	안녕하세요	2019-07-15 17:35	23
343	12549	안녕하세요	2019-07-15 17:35	9
344	5596	안녕하세요	2019-07-15 17:35	8
345	8693	안녕하세요	2019-07-15 17:35	17
346	12340	안녕하세요	2019-07-15 17:35	6
347	7384	안녕하세요	2019-07-15 17:35	5
348	16457	안녕하세요	2019-07-15 17:35	22
349	8376	안녕하세요	2019-07-15 17:35	10
350	7733	안녕하세요	2019-07-15 17:35	39
351	8802	안녕하세요	2019-07-15 17:35	44
352	4960	안녕하세요	2019-07-15 17:35	1
353	11499	안녕하세요	2019-07-15 17:35	22
354	16332	안녕하세요	2019-07-15 17:35	47
355	4508	안녕하세요	2019-07-15 17:35	13
356	2037	안녕하세요	2019-07-15 17:35	41
357	9371	안녕하세요	2019-07-15 17:35	34
358	5143	안녕하세요	2019-07-15 17:35	35
359	6768	안녕하세요	2019-07-15 17:35	27
360	8795	안녕하세요	2019-07-15 17:35	49
361	1543	안녕하세요	2019-07-15 17:35	45
362	15508	안녕하세요	2019-07-15 17:35	31
363	3505	안녕하세요	2019-07-15 17:35	14
364	1201	안녕하세요	2019-07-15 17:35	47
365	6242	안녕하세요	2019-07-15 17:35	5
366	9967	안녕하세요	2019-07-15 17:35	37
367	4332	안녕하세요	2019-07-15 17:35	2
368	4644	안녕하세요	2019-07-15 17:35	25
369	5102	안녕하세요	2019-07-15 17:35	23
370	13992	안녕하세요	2019-07-15 17:35	3
371	4722	안녕하세요	2019-07-15 17:35	12
372	7540	안녕하세요	2019-07-15 17:35	10
373	8332	안녕하세요	2019-07-15 17:35	13
374	4919	안녕하세요	2019-07-15 17:35	2
375	15568	안녕하세요	2019-07-15 17:35	24
376	12187	안녕하세요	2019-07-15 17:35	18
377	5260	안녕하세요	2019-07-15 17:35	49
378	6907	안녕하세요	2019-07-15 17:35	9
379	12998	안녕하세요	2019-07-15 17:35	17
380	4876	안녕하세요	2019-07-15 17:35	20
381	1036	안녕하세요	2019-07-15 17:35	42
382	1191	안녕하세요	2019-07-15 17:35	27
383	7754	안녕하세요	2019-07-15 17:35	34
384	15954	안녕하세요	2019-07-15 17:35	37
385	9077	안녕하세요	2019-07-15 17:35	14
386	12272	안녕하세요	2019-07-15 17:35	25
387	4434	안녕하세요	2019-07-15 17:35	43
388	6372	안녕하세요	2019-07-15 17:35	50
389	4640	안녕하세요	2019-07-15 17:35	22
390	6412	안녕하세요	2019-07-15 17:35	50
391	5983	안녕하세요	2019-07-15 17:35	15
392	14345	안녕하세요	2019-07-15 17:35	3
393	1191	안녕하세요	2019-07-15 17:35	9
394	16541	안녕하세요	2019-07-15 17:35	13
395	15338	안녕하세요	2019-07-15 17:35	22
396	4895	안녕하세요	2019-07-15 17:35	37
397	13809	안녕하세요	2019-07-15 17:35	37
398	16302	안녕하세요	2019-07-15 17:35	40
399	13226	안녕하세요	2019-07-15 17:35	44
400	10997	안녕하세요	2019-07-15 17:35	9
401	11548	안녕하세요	2019-07-15 17:35	5
402	15382	안녕하세요	2019-07-15 17:35	19
403	7666	안녕하세요	2019-07-15 17:35	9
404	14187	안녕하세요	2019-07-15 17:35	3
405	16387	안녕하세요	2019-07-15 17:35	8
406	11401	안녕하세요	2019-07-15 17:35	24
407	10763	안녕하세요	2019-07-15 17:35	35
408	13646	안녕하세요	2019-07-15 17:35	35
409	8936	안녕하세요	2019-07-15 17:35	36
410	12127	안녕하세요	2019-07-15 17:35	42
411	2481	안녕하세요	2019-07-15 17:35	43
412	9331	안녕하세요	2019-07-15 17:35	21
413	1559	안녕하세요	2019-07-15 17:35	4
414	4731	안녕하세요	2019-07-15 17:35	7
415	14224	안녕하세요	2019-07-15 17:35	46
416	15405	안녕하세요	2019-07-15 17:35	10
417	5307	안녕하세요	2019-07-15 17:35	27
418	13837	안녕하세요	2019-07-15 17:35	17
419	8070	안녕하세요	2019-07-15 17:35	42
420	7851	안녕하세요	2019-07-15 17:35	28
421	15180	안녕하세요	2019-07-15 17:35	40
422	2064	안녕하세요	2019-07-15 17:35	17
423	12288	안녕하세요	2019-07-15 17:35	40
424	10789	안녕하세요	2019-07-15 17:35	35
425	6567	안녕하세요	2019-07-15 17:35	33
426	5267	안녕하세요	2019-07-15 17:35	44
427	7914	안녕하세요	2019-07-15 17:35	23
428	4157	안녕하세요	2019-07-15 17:35	30
429	14307	안녕하세요	2019-07-15 17:35	8
430	15146	안녕하세요	2019-07-15 17:35	42
431	6749	안녕하세요	2019-07-15 17:35	39
432	8549	안녕하세요	2019-07-15 17:35	28
433	1668	안녕하세요	2019-07-15 17:35	22
434	4510	안녕하세요	2019-07-15 17:35	31
435	6758	안녕하세요	2019-07-15 17:35	36
436	7100	안녕하세요	2019-07-15 17:35	20
437	4659	안녕하세요	2019-07-15 17:35	26
438	7426	안녕하세요	2019-07-15 17:35	16
439	9642	안녕하세요	2019-07-15 17:35	29
440	8850	안녕하세요	2019-07-15 17:35	12
441	10365	안녕하세요	2019-07-15 17:35	49
442	380	안녕하세요	2019-07-15 17:35	26
443	14012	안녕하세요	2019-07-15 17:35	25
444	1855	안녕하세요	2019-07-15 17:35	20
445	10420	안녕하세요	2019-07-15 17:35	19
446	4516	안녕하세요	2019-07-15 17:35	43
447	14313	안녕하세요	2019-07-15 17:35	48
448	14987	안녕하세요	2019-07-15 17:35	42
449	15463	안녕하세요	2019-07-15 17:35	8
450	4300	안녕하세요	2019-07-15 17:35	36
451	11140	안녕하세요	2019-07-15 17:35	36
452	54	안녕하세요	2019-07-15 17:35	12
453	6129	안녕하세요	2019-07-15 17:35	49
454	15646	안녕하세요	2019-07-15 17:35	22
455	5332	안녕하세요	2019-07-15 17:35	16
456	5555	안녕하세요	2019-07-15 17:35	45
457	765	안녕하세요	2019-07-15 17:35	37
458	5564	안녕하세요	2019-07-15 17:35	42
459	14585	안녕하세요	2019-07-15 17:35	2
460	13556	안녕하세요	2019-07-15 17:35	5
461	5603	안녕하세요	2019-07-15 17:35	1
462	13808	안녕하세요	2019-07-15 17:35	42
463	12479	안녕하세요	2019-07-15 17:35	20
464	5603	안녕하세요	2019-07-15 17:35	9
465	13449	안녕하세요	2019-07-15 17:35	18
466	16434	안녕하세요	2019-07-15 17:35	35
467	1842	안녕하세요	2019-07-15 17:35	22
468	4612	안녕하세요	2019-07-15 17:35	43
469	9966	안녕하세요	2019-07-15 17:35	50
470	10996	안녕하세요	2019-07-15 17:35	37
471	10409	안녕하세요	2019-07-15 17:35	35
472	962	안녕하세요	2019-07-15 17:35	15
473	8895	안녕하세요	2019-07-15 17:35	16
474	4014	안녕하세요	2019-07-15 17:35	32
475	7028	안녕하세요	2019-07-15 17:35	2
476	7324	안녕하세요	2019-07-15 17:35	25
477	85	안녕하세요	2019-07-15 17:35	28
478	3566	안녕하세요	2019-07-15 17:35	12
479	9119	안녕하세요	2019-07-15 17:35	35
480	10288	안녕하세요	2019-07-15 17:35	25
481	3822	안녕하세요	2019-07-15 17:35	20
482	13454	안녕하세요	2019-07-15 17:35	5
483	8265	안녕하세요	2019-07-15 17:35	17
484	3487	안녕하세요	2019-07-15 17:35	3
485	9426	안녕하세요	2019-07-15 17:35	19
486	10525	안녕하세요	2019-07-15 17:35	3
487	2816	안녕하세요	2019-07-15 17:35	49
488	9774	안녕하세요	2019-07-15 17:35	7
489	13204	안녕하세요	2019-07-15 17:35	13
490	2108	안녕하세요	2019-07-15 17:35	44
491	9224	안녕하세요	2019-07-15 17:35	14
492	11856	안녕하세요	2019-07-15 17:35	20
493	6878	안녕하세요	2019-07-15 17:35	32
494	15521	안녕하세요	2019-07-15 17:35	30
495	13422	안녕하세요	2019-07-15 17:35	36
496	15452	안녕하세요	2019-07-15 17:35	15
497	1936	안녕하세요	2019-07-15 17:35	49
498	10207	안녕하세요	2019-07-15 17:35	19
499	9330	안녕하세요	2019-07-15 17:35	8
500	15694	안녕하세요	2019-07-15 17:35	12
